Input,Match type,Approved symbol,Approved name,HGNC ID,Location
ADAMTS4,Approved symbol,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,HGNC:220,1q23.3
ADAMTS5,Approved symbol,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5,HGNC:221,21q21.3
ADAMTS6,Approved symbol,ADAMTS6,ADAM metallopeptidase with thrombospondin type 1 motif 6,HGNC:222,5q12.3
ADAMTS7,Approved symbol,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7,HGNC:223,15q25.1
ADAMTS8,Approved symbol,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8,HGNC:224,11q24.3
ADAMTS9,Approved symbol,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,HGNC:13202,3p14.1
ADAMTSL1,Approved symbol,ADAMTSL1,ADAMTS like 1,HGNC:14632,9p22.2-p22.1
ADAMTSL2,Approved symbol,ADAMTSL2,ADAMTS like 2,HGNC:14631,9q34.2
ADAMTSL3,Approved symbol,ADAMTSL3,ADAMTS like 3,HGNC:14633,15q25.2
ADAMTSL4,Approved symbol,ADAMTSL4,ADAMTS like 4,HGNC:19706,1q21.2
ADAMTSL5,Approved symbol,ADAMTSL5,ADAMTS like 5,HGNC:27912,19p13.3
ADAP1,Approved symbol,ADAP1,ArfGAP with dual PH domains 1,HGNC:16486,7p22.3
ADAP2,Approved symbol,ADAP2,ArfGAP with dual PH domains 2,HGNC:16487,17q11.2
ADARB1,Approved symbol,ADARB1,"adenosine deaminase, RNA specific B1",HGNC:226,21q22.3
ADARB2,Approved symbol,ADARB2,"adenosine deaminase, RNA specific B2 (inactive)",HGNC:227,10p15.3
ADAR,Approved symbol,ADAR,"adenosine deaminase, RNA specific",HGNC:225,1q21.3
ADAT1,Approved symbol,ADAT1,"adenosine deaminase, tRNA specific 1",HGNC:228,16q23.1
ADAT2,Approved symbol,ADAT2,"adenosine deaminase, tRNA specific 2",HGNC:21172,6q24.2
ADAT3,Approved symbol,ADAT3,"adenosine deaminase, tRNA specific 3",HGNC:25151,19p13.3
ADA,Approved symbol,ADA,adenosine deaminase,HGNC:186,20q13.12
ADCK1,Approved symbol,ADCK1,aarF domain containing kinase 1,HGNC:19038,14q24.3
ADCK2,Approved symbol,ADCK2,aarF domain containing kinase 2,HGNC:19039,7q34
ADCK4,Previous symbol,COQ8B,coenzyme Q8B,HGNC:19041,19q13.2
ADCK5,Approved symbol,ADCK5,aarF domain containing kinase 5,HGNC:21738,8q24.3
ADCY10,Approved symbol,ADCY10,adenylate cyclase 10,HGNC:21285,1q24.2
ADCY1,Approved symbol,ADCY1,adenylate cyclase 1,HGNC:232,7p12.3
ADCY2,Approved symbol,ADCY2,adenylate cyclase 2,HGNC:233,5p15.31
ADCY3,Approved symbol,ADCY3,adenylate cyclase 3,HGNC:234,2p23.3
ADCY3,Previous symbol,ADCY8,adenylate cyclase 8,HGNC:239,8q24.22
ADCY4,Approved symbol,ADCY4,adenylate cyclase 4,HGNC:235,14q12
ADCY5,Approved symbol,ADCY5,adenylate cyclase 5,HGNC:236,3q21.1
ADCY6,Approved symbol,ADCY6,adenylate cyclase 6,HGNC:237,12q13.12
ADCY7,Approved symbol,ADCY7,adenylate cyclase 7,HGNC:238,16q12.1
ADCY8,Approved symbol,ADCY8,adenylate cyclase 8,HGNC:239,8q24.22
ADCY9,Approved symbol,ADCY9,adenylate cyclase 9,HGNC:240,16p13.3
ADCYAP1R1,Approved symbol,ADCYAP1R1,ADCYAP receptor type I,HGNC:242,7p14.3
ADCYAP1,Approved symbol,ADCYAP1,adenylate cyclase activating polypeptide 1,HGNC:241,18p11.32
ADC,Previous symbol,AZIN2,antizyme inhibitor 2,HGNC:29957,1p35.1
ADD1,Approved symbol,ADD1,adducin 1,HGNC:243,4p16.3
ADD2,Approved symbol,ADD2,adducin 2,HGNC:244,2p13.3
ADD3,Approved symbol,ADD3,adducin 3,HGNC:245,10q25.1-q25.2
ADH1A,Approved symbol,ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",HGNC:249,4q23
ADH1B,Approved symbol,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",HGNC:250,4q23
ADH1C,Approved symbol,ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",HGNC:251,4q23
ADH4,Approved symbol,ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",HGNC:252,4q23
ADH5,Approved symbol,ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",HGNC:253,4q23
ADH6,Approved symbol,ADH6,alcohol dehydrogenase 6 (class V),HGNC:255,4q23
ADH7,Approved symbol,ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",HGNC:256,4q23
ADHFE1,Approved symbol,ADHFE1,"alcohol dehydrogenase, iron containing 1",HGNC:16354,8q13.1
ADHFE1,Synonyms,ADHFE1,"alcohol dehydrogenase, iron containing 1",HGNC:16354,8q13.1
ADI1,Approved symbol,ADI1,acireductone dioxygenase 1,HGNC:30576,2p25.3
ADIG,Approved symbol,ADIG,adipogenin,HGNC:28606,20q11.23
ADIPOQ,Approved symbol,ADIPOQ,"adiponectin, C1Q and collagen domain containing",HGNC:13633,3q27.3
ADIPOQ,Synonyms,ADIPOQ,"adiponectin, C1Q and collagen domain containing",HGNC:13633,3q27.3
ADIPOR1,Approved symbol,ADIPOR1,adiponectin receptor 1,HGNC:24040,1q32.1
ADIPOR2,Approved symbol,ADIPOR2,adiponectin receptor 2,HGNC:24041,12p13.33
ADK,Approved symbol,ADK,adenosine kinase,HGNC:257,10q22.2
ADM2,Approved symbol,ADM2,adrenomedullin 2,HGNC:28898,22q13.33
ADM,Approved symbol,ADM,adrenomedullin,HGNC:259,11p15.4
ADNP2,Approved symbol,ADNP2,ADNP homeobox 2,HGNC:23803,18q23
ADNP,Approved symbol,ADNP,activity dependent neuroprotector homeobox,HGNC:15766,20q13.13
ADORA1,Approved symbol,ADORA1,adenosine A1 receptor,HGNC:262,1q32.1
ADORA2A,Approved symbol,ADORA2A,adenosine A2a receptor,HGNC:263,22q11.23
ADORA2B,Approved symbol,ADORA2B,adenosine A2b receptor,HGNC:264,17p12
ADORA3,Approved symbol,ADORA3,adenosine A3 receptor,HGNC:268,1p13.2
ADO,Approved symbol,ADO,2-aminoethanethiol dioxygenase,HGNC:23506,10q21.3
ADPGK,Approved symbol,ADPGK,ADP dependent glucokinase,HGNC:25250,15q24.1
ADPRHL1,Approved symbol,ADPRHL1,ADP-ribosylhydrolase like 1,HGNC:21303,13q34
ADPRHL2,Approved symbol,ADPRHL2,ADP-ribosylhydrolase like 2,HGNC:21304,1p34.3
ADPRH,Approved symbol,ADPRH,ADP-ribosylarginine hydrolase,HGNC:269,3q13.33
ADRA1A,Approved symbol,ADRA1A,adrenoceptor alpha 1A,HGNC:277,8p21.2
ADRA1A,Synonyms,ADRA1D,adrenoceptor alpha 1D,HGNC:280,20p13
ADRA1B,Approved symbol,ADRA1B,adrenoceptor alpha 1B,HGNC:278,5q33.3
ADRA1D,Approved symbol,ADRA1D,adrenoceptor alpha 1D,HGNC:280,20p13
ADRA2A,Approved symbol,ADRA2A,adrenoceptor alpha 2A,HGNC:281,10q25.2
ADRA2B,Approved symbol,ADRA2B,adrenoceptor alpha 2B,HGNC:282,2q11.2
ADRA2C,Approved symbol,ADRA2C,adrenoceptor alpha 2C,HGNC:283,4p16.3
ADRB1,Approved symbol,ADRB1,adrenoceptor beta 1,HGNC:285,10q25.3
ADRB2,Approved symbol,ADRB2,adrenoceptor beta 2,HGNC:286,5q32
ADRB3,Approved symbol,ADRB3,adrenoceptor beta 3,HGNC:288,8p11.23
ADRBK1,Previous symbol,GRK2,G protein-coupled receptor kinase 2,HGNC:289,11q13.2
ADRBK2,Previous symbol,GRK3,G protein-coupled receptor kinase 3,HGNC:290,22q12.1
ADRM1,Approved symbol,ADRM1,adhesion regulating molecule 1,HGNC:15759,20q13.33
ADSL,Approved symbol,ADSL,adenylosuccinate lyase,HGNC:291,22q13.1
ADSSL1,Approved symbol,ADSSL1,adenylosuccinate synthase like 1,HGNC:20093,14q32.33
ADSS,Approved symbol,ADSS,adenylosuccinate synthase,HGNC:292,1q44
AEBP1,Approved symbol,AEBP1,AE binding protein 1,HGNC:303,7p13
AEBP2,Approved symbol,AEBP2,AE binding protein 2,HGNC:24051,12p12.3
AEN,Approved symbol,AEN,apoptosis enhancing nuclease,HGNC:25722,15q26.1
AES,Approved symbol,AES,amino-terminal enhancer of split,HGNC:307,19p13.3
AFAP1L1,Approved symbol,AFAP1L1,actin filament associated protein 1 like 1,HGNC:26714,5q32
AFAP1L2,Approved symbol,AFAP1L2,actin filament associated protein 1 like 2,HGNC:25901,10q25.3
AFAP1,Approved symbol,AFAP1,actin filament associated protein 1,HGNC:24017,4p16.1
AFARP1,Synonyms,AKR7A2P1,aldo-keto reductase family 7 member A2 pseudogene 1,HGNC:24062,1p13.2
AFF1,Approved symbol,AFF1,AF4/FMR2 family member 1,HGNC:7135,4q21.3-q22.1
AFF2,Approved symbol,AFF2,AF4/FMR2 family member 2,HGNC:3776,Xq28
AFF3,Approved symbol,AFF3,AF4/FMR2 family member 3,HGNC:6473,2q11.2
AFF4,Approved symbol,AFF4,AF4/FMR2 family member 4,HGNC:17869,5q31.1
AFG3L1,Previous symbol,AFG3L1P,"AFG3 like matrix AAA peptidase subunit 1, pseudogene",HGNC:314,16q24.3
AFG3L2,Approved symbol,AFG3L2,AFG3 like matrix AAA peptidase subunit 2,HGNC:315,18p11.21
AFMID,Approved symbol,AFMID,arylformamidase,HGNC:20910,17q25.3
AFM,Approved symbol,AFM,afamin,HGNC:316,4q13.3
AFP,Approved symbol,AFP,alpha fetoprotein,HGNC:317,4q13.3
AFTPH,Approved symbol,AFTPH,aftiphilin,HGNC:25951,2p14
AG2,Synonyms,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,7p21.1
AG2,Synonyms,C11orf96,chromosome 11 open reading frame 96,HGNC:38675,11p11.2
AGAP11,Approved symbol,AGAP11,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 11",HGNC:29421,10q23.2
AGAP1,Approved symbol,AGAP1,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1",HGNC:16922,2q37.2
AGAP2,Approved symbol,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2",HGNC:16921,12q14.1
AGAP3,Approved symbol,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3",HGNC:16923,7q36.1
AGAP4,Approved symbol,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",HGNC:23459,10q11.22
AGAP5,Approved symbol,AGAP5,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",HGNC:23467,10q22.2
AGAP6,Approved symbol,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6",HGNC:23466,10q11.23
AGAP7,Previous symbol,AGAP7P,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene",HGNC:23465,10q11.22
AGAP8,Previous symbol,AGAP4,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",HGNC:23459,10q11.22
AGA,Approved symbol,AGA,aspartylglucosaminidase,HGNC:318,4q34.3
AGBL1,Approved symbol,AGBL1,ATP/GTP binding protein like 1,HGNC:26504,15q25.3
AGBL2,Approved symbol,AGBL2,ATP/GTP binding protein like 2,HGNC:26296,11p11.2
AGBL3,Approved symbol,AGBL3,ATP/GTP binding protein like 3,HGNC:27981,7q33
AGBL4,Approved symbol,AGBL4,ATP/GTP binding protein like 4,HGNC:25892,1p33
AGBL5,Approved symbol,AGBL5,ATP/GTP binding protein like 5,HGNC:26147,2p23.3
AGER,Approved symbol,AGER,advanced glycosylation end-product specific receptor,HGNC:320,6p21.32
AGFG1,Approved symbol,AGFG1,ArfGAP with FG repeats 1,HGNC:5175,2q36.3
AGFG2,Approved symbol,AGFG2,ArfGAP with FG repeats 2,HGNC:5177,7q22.1
AGGF1,Approved symbol,AGGF1,angiogenic factor with G-patch and FHA domains 1,HGNC:24684,5q13.3
AGK,Approved symbol,AGK,acylglycerol kinase,HGNC:21869,7q34
AGL,Approved symbol,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",HGNC:321,1p21.2
AGMAT,Approved symbol,AGMAT,agmatinase,HGNC:18407,1p36.21
AGPAT1,Approved symbol,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,HGNC:324,6p21.32
AGPAT2,Approved symbol,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,HGNC:325,9q34.3
AGPAT3,Approved symbol,AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,HGNC:326,21q22.3
AGPAT4,Approved symbol,AGPAT4,1-acylglycerol-3-phosphate O-acyltransferase 4,HGNC:20885,6q26
AGPAT5,Approved symbol,AGPAT5,1-acylglycerol-3-phosphate O-acyltransferase 5,HGNC:20886,8p23.1
AGPAT6,Previous symbol,GPAT4,glycerol-3-phosphate acyltransferase 4,HGNC:20880,8p11.21
AGPAT9,Synonyms,LPCAT1,lysophosphatidylcholine acyltransferase 1,HGNC:25718,5p15.33
AGPAT9,Previous symbol,GPAT3,glycerol-3-phosphate acyltransferase 3,HGNC:28157,4q21.23
AGPHD1,Previous symbol,HYKK,hydroxylysine kinase,HGNC:34403,15q25.1
AGPS,Approved symbol,AGPS,alkylglycerone phosphate synthase,HGNC:327,2q31.2
AGR2,Approved symbol,AGR2,"anterior gradient 2, protein disulphide isomerase family member",HGNC:328,7p21.1
AGR3,Approved symbol,AGR3,"anterior gradient 3, protein disulphide isomerase family member",HGNC:24167,7p21.1
AGRN,Approved symbol,AGRN,agrin,HGNC:329,1p36.33
AGRP,Approved symbol,AGRP,agouti related neuropeptide,HGNC:330,16q22.1
AGTPBP1,Approved symbol,AGTPBP1,ATP/GTP binding protein 1,HGNC:17258,9q21.33
AGTR1,Approved symbol,AGTR1,angiotensin II receptor type 1,HGNC:336,3q24
AGTR2,Approved symbol,AGTR2,angiotensin II receptor type 2,HGNC:338,Xq23
AGTRAP,Approved symbol,AGTRAP,angiotensin II receptor associated protein,HGNC:13539,1p36.22
AGT,Approved symbol,AGT,angiotensinogen,HGNC:333,1q42.2
AGT,Synonyms,AGXT,alanine--glyoxylate and serine--pyruvate aminotransferase,HGNC:341,2q37.3
AGXT2L1,Previous symbol,ETNPPL,ethanolamine-phosphate phospho-lyase,HGNC:14404,4q25
AGXT2L2,Previous symbol,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase,HGNC:28249,5q35.3
AGXT2,Approved symbol,AGXT2,alanine--glyoxylate aminotransferase 2,HGNC:14412,5p13.2
AGXT,Approved symbol,AGXT,alanine--glyoxylate and serine--pyruvate aminotransferase,HGNC:341,2q37.3
AHCTF1,Approved symbol,AHCTF1,AT-hook containing transcription factor 1,HGNC:24618,1q44
AHCYL1,Approved symbol,AHCYL1,adenosylhomocysteinase like 1,HGNC:344,1p13.3
AHCYL2,Approved symbol,AHCYL2,adenosylhomocysteinase like 2,HGNC:22204,7q32.1
AHCY,Approved symbol,AHCY,adenosylhomocysteinase,HGNC:343,20q11.22
AHDC1,Approved symbol,AHDC1,AT-hook DNA binding motif containing 1,HGNC:25230,1p36.11-p35.3
AHI1,Approved symbol,AHI1,Abelson helper integration site 1,HGNC:21575,6q23.3
AHNAK2,Approved symbol,AHNAK2,AHNAK nucleoprotein 2,HGNC:20125,14q32.33
AHNAK,Approved symbol,AHNAK,AHNAK nucleoprotein,HGNC:347,11q12.3
AHRR,Approved symbol,AHRR,aryl-hydrocarbon receptor repressor,HGNC:346,5p15.33
AHR,Approved symbol,AHR,aryl hydrocarbon receptor,HGNC:348,7p21.1
AHSA1,Approved symbol,AHSA1,activator of HSP90 ATPase activity 1,HGNC:1189,14q24.3
AHSA2,Previous symbol,AHSA2P,"activator of HSP90 ATPase homolog 2, pseudogene",HGNC:20437,2p15
AHSG,Approved symbol,AHSG,alpha 2-HS glycoprotein,HGNC:349,3q27.3
AHSP,Approved symbol,AHSP,alpha hemoglobin stabilizing protein,HGNC:18075,16p11.2
AICDA,Approved symbol,AICDA,activation induced cytidine deaminase,HGNC:13203,12p13.31
AIDA,Approved symbol,AIDA,"axin interactor, dorsalization associated",HGNC:25761,1q41
AIF1L,Approved symbol,AIF1L,allograft inflammatory factor 1 like,HGNC:28904,9q34.12-q34.13
AIF1,Approved symbol,AIF1,allograft inflammatory factor 1,HGNC:352,6p21.33
AIFM1,Approved symbol,AIFM1,apoptosis inducing factor mitochondria associated 1,HGNC:8768,Xq26.1
AIFM2,Approved symbol,AIFM2,"apoptosis inducing factor, mitochondria associated 2",HGNC:21411,10q22.1
AIFM3,Approved symbol,AIFM3,"apoptosis inducing factor, mitochondria associated 3",HGNC:26398,22q11.21
AIG1,Approved symbol,AIG1,androgen induced 1,HGNC:21607,6q24.2
AIM1L,Previous symbol,CRYBG2,crystallin beta-gamma domain containing 2,HGNC:17295,1p36.11
AIM1,Previous symbol,CRYBG1,crystallin beta-gamma domain containing 1,HGNC:356,6q21
AIM2,Approved symbol,AIM2,absent in melanoma 2,HGNC:357,1q23.1-q23.2
AIMP1,Approved symbol,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,HGNC:10648,4q24
AIMP2,Approved symbol,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,HGNC:20609,7p22.1
AIPL1,Approved symbol,AIPL1,aryl hydrocarbon receptor interacting protein like 1,HGNC:359,17p13.2
AIP,Approved symbol,AIP,aryl hydrocarbon receptor interacting protein,HGNC:358,11q13.2
AIP,Synonyms,AURKAIP1,aurora kinase A interacting protein 1,HGNC:24114,1p36.33
AIRE,Approved symbol,AIRE,autoimmune regulator,HGNC:360,21q22.3
AJAP1,Approved symbol,AJAP1,adherens junctions associated protein 1,HGNC:30801,1p36.32
AK1,Approved symbol,AK1,adenylate kinase 1,HGNC:361,9q34.11
AK2,Approved symbol,AK2,adenylate kinase 2,HGNC:362,1p35.1
AK3L1,Previous symbol,AK4,adenylate kinase 4,HGNC:363,1p31.3
AK3L1,Previous symbol,AK3,adenylate kinase 3,HGNC:17376,9p24.1
AK3,Approved symbol,AK3,adenylate kinase 3,HGNC:17376,9p24.1
AK3,Previous symbol,AK4,adenylate kinase 4,HGNC:363,1p31.3
AK5,Approved symbol,AK5,adenylate kinase 5,HGNC:365,1p31.1
AK7,Approved symbol,AK7,adenylate kinase 7,HGNC:20091,14q32.2
AKAP10,Approved symbol,AKAP10,A-kinase anchoring protein 10,HGNC:368,17p11.2
AKAP11,Approved symbol,AKAP11,A-kinase anchoring protein 11,HGNC:369,13q14.11
AKAP12,Approved symbol,AKAP12,A-kinase anchoring protein 12,HGNC:370,6q25.1
AKAP13,Approved symbol,AKAP13,A-kinase anchoring protein 13,HGNC:371,15q25.3
AKAP14,Approved symbol,AKAP14,A-kinase anchoring protein 14,HGNC:24061,Xq24
AKAP1,Approved symbol,AKAP1,A-kinase anchoring protein 1,HGNC:367,17q22
AKAP2,Approved symbol,AKAP2,A-kinase anchoring protein 2,HGNC:372,9q31.3
AKAP3,Approved symbol,AKAP3,A-kinase anchoring protein 3,HGNC:373,12p13.32
AKAP4,Approved symbol,AKAP4,A-kinase anchoring protein 4,HGNC:374,Xp11.22
AKAP5,Approved symbol,AKAP5,A-kinase anchoring protein 5,HGNC:375,14q23.3
AKAP6,Approved symbol,AKAP6,A-kinase anchoring protein 6,HGNC:376,14q12
AKAP7,Approved symbol,AKAP7,A-kinase anchoring protein 7,HGNC:377,6q23.2
AKAP8L,Approved symbol,AKAP8L,A-kinase anchoring protein 8 like,HGNC:29857,19p13.12
AKAP8,Approved symbol,AKAP8,A-kinase anchoring protein 8,HGNC:378,19p13.12
AKAP9,Approved symbol,AKAP9,A-kinase anchoring protein 9,HGNC:379,7q21.2
AKD1,Previous symbol,AK9,adenylate kinase 9,HGNC:33814,6q21
AKIRIN1,Approved symbol,AKIRIN1,akirin 1,HGNC:25744,1p34.3
AKIRIN2,Approved symbol,AKIRIN2,akirin 2,HGNC:21407,6q15
AKNAD1,Approved symbol,AKNAD1,AKNA domain containing 1,HGNC:28398,1p13.3
AKNA,Approved symbol,AKNA,AT-hook transcription factor,HGNC:24108,9q32
AKR1A1,Approved symbol,AKR1A1,aldo-keto reductase family 1 member A1,HGNC:380,1p34.1
AKR1B10,Approved symbol,AKR1B10,aldo-keto reductase family 1 member B10,HGNC:382,7q33
AKR1B15,Approved symbol,AKR1B15,aldo-keto reductase family 1 member B15,HGNC:37281,7q33
AKR1B1,Approved symbol,AKR1B1,aldo-keto reductase family 1 member B,HGNC:381,7q33
AKR1C1,Approved symbol,AKR1C1,aldo-keto reductase family 1 member C1,HGNC:384,10p15.1
AKR1C2,Approved symbol,AKR1C2,aldo-keto reductase family 1 member C2,HGNC:385,10p15.1
AKR1C3,Approved symbol,AKR1C3,aldo-keto reductase family 1 member C3,HGNC:386,10p15.1
AKR1C4,Approved symbol,AKR1C4,aldo-keto reductase family 1 member C4,HGNC:387,10p15.1
AKR1CL1,Previous symbol,AKR1C8P,"aldo-keto reductase family 1 member C8, pseudogene",HGNC:23469,10p15.1
AKR1D1,Approved symbol,AKR1D1,aldo-keto reductase family 1 member D1,HGNC:388,7q33
AKR1E2,Approved symbol,AKR1E2,aldo-keto reductase family 1 member E2,HGNC:23437,10p15.1
AKR7A2,Approved symbol,AKR7A2,aldo-keto reductase family 7 member A2,HGNC:389,1p36.13
AKR7A3,Approved symbol,AKR7A3,aldo-keto reductase family 7 member A3,HGNC:390,1p36.13
AKR7L,Approved symbol,AKR7L,aldo-keto reductase family 7 like (gene/pseudogene),HGNC:24056,1p36.13
AKT1S1,Approved symbol,AKT1S1,AKT1 substrate 1,HGNC:28426,19q13.33
AKT1,Approved symbol,AKT1,AKT serine/threonine kinase 1,HGNC:391,14q32.33
AKT2,Approved symbol,AKT2,AKT serine/threonine kinase 2,HGNC:392,19q13.2
AKT3,Approved symbol,AKT3,AKT serine/threonine kinase 3,HGNC:393,1q43-q44
AKTIP,Approved symbol,AKTIP,AKT interacting protein,HGNC:16710,16q12.2
ALAD,Approved symbol,ALAD,aminolevulinate dehydratase,HGNC:395,9q32
ALAS1,Approved symbol,ALAS1,5'-aminolevulinate synthase 1,HGNC:396,3p21.2
ALAS2,Approved symbol,ALAS2,5'-aminolevulinate synthase 2,HGNC:397,Xp11.21
ALB,Approved symbol,ALB,albumin,HGNC:399,4q13.3
ALB,Synonyms,FBF1,Fas binding factor 1,HGNC:24674,17q25.1
ALCAM,Approved symbol,ALCAM,activated leukocyte cell adhesion molecule,HGNC:400,3q13.11
ALDH16A1,Approved symbol,ALDH16A1,aldehyde dehydrogenase 16 family member A1,HGNC:28114,19q13.33
ALDH18A1,Approved symbol,ALDH18A1,aldehyde dehydrogenase 18 family member A1,HGNC:9722,10q24.1
ALDH1A1,Approved symbol,ALDH1A1,aldehyde dehydrogenase 1 family member A1,HGNC:402,9q21.13
ALDH1A2,Approved symbol,ALDH1A2,aldehyde dehydrogenase 1 family member A2,HGNC:15472,15q21.3
ALDH1A3,Approved symbol,ALDH1A3,aldehyde dehydrogenase 1 family member A3,HGNC:409,15q26.3
ALDH1B1,Approved symbol,ALDH1B1,aldehyde dehydrogenase 1 family member B1,HGNC:407,9p13.1
ALDH1L1,Approved symbol,ALDH1L1,aldehyde dehydrogenase 1 family member L1,HGNC:3978,3q21.3
ALDH1L2,Approved symbol,ALDH1L2,aldehyde dehydrogenase 1 family member L2,HGNC:26777,12q23.3
ALDH2,Approved symbol,ALDH2,aldehyde dehydrogenase 2 family member,HGNC:404,12q24.12
ALDH3A1,Approved symbol,ALDH3A1,aldehyde dehydrogenase 3 family member A1,HGNC:405,17p11.2
ALDH3A2,Approved symbol,ALDH3A2,aldehyde dehydrogenase 3 family member A2,HGNC:403,17p11.2
ALDH3B1,Approved symbol,ALDH3B1,aldehyde dehydrogenase 3 family member B1,HGNC:410,11q13.2
ALDH3B2,Approved symbol,ALDH3B2,aldehyde dehydrogenase 3 family member B2,HGNC:411,11q13.2
ALDH4A1,Approved symbol,ALDH4A1,aldehyde dehydrogenase 4 family member A1,HGNC:406,1p36.13
ALDH5A1,Approved symbol,ALDH5A1,aldehyde dehydrogenase 5 family member A1,HGNC:408,6p22.3
ALDH6A1,Approved symbol,ALDH6A1,aldehyde dehydrogenase 6 family member A1,HGNC:7179,14q24.3
ALDH7A1,Approved symbol,ALDH7A1,aldehyde dehydrogenase 7 family member A1,HGNC:877,5q23.2
ALDH8A1,Approved symbol,ALDH8A1,aldehyde dehydrogenase 8 family member A1,HGNC:15471,6q23.3
ALDH9A1,Approved symbol,ALDH9A1,aldehyde dehydrogenase 9 family member A1,HGNC:412,1q24.1
ALDOA,Approved symbol,ALDOA,"aldolase, fructose-bisphosphate A",HGNC:414,16p11.2
ALDOB,Approved symbol,ALDOB,"aldolase, fructose-bisphosphate B",HGNC:417,9q31.1
ALDOC,Approved symbol,ALDOC,"aldolase, fructose-bisphosphate C",HGNC:418,17q11.2
ALG10B,Approved symbol,ALG10B,"ALG10B, alpha-1,2-glucosyltransferase",HGNC:31088,12q12
ALG10,Approved symbol,ALG10,"ALG10, alpha-1,2-glucosyltransferase",HGNC:23162,12p11.1
ALG11,Approved symbol,ALG11,"ALG11, alpha-1,2-mannosyltransferase",HGNC:32456,13q14.3
ALG12,Approved symbol,ALG12,"ALG12, alpha-1,6-mannosyltransferase",HGNC:19358,22q13.33
ALG13,Approved symbol,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit",HGNC:30881,Xq23
ALG14,Approved symbol,ALG14,"ALG14, UDP-N-acetylglucosaminyltransferase subunit",HGNC:28287,1p21.3
ALG1L2,Approved symbol,ALG1L2,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like 2",HGNC:37258,3q22.1
ALG1L,Approved symbol,ALG1L,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like",HGNC:33721,3q21.2
ALG1,Approved symbol,ALG1,"ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase",HGNC:18294,16p13.3
ALG2,Approved symbol,ALG2,"ALG2, alpha-1,3/1,6-mannosyltransferase",HGNC:23159,9q22.33
ALG3,Approved symbol,ALG3,"ALG3, alpha-1,3- mannosyltransferase",HGNC:23056,3q27.1
